drug1,drug2,cell,score,nor,index,true_label,predict_label,predict_score,smile1,smile2
MK-4541,MK-8776,UACC62,16.42656461,0.6782026,7293,1,0,0.158840701,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
MK-4541,MK-8776,VCAP,41.15436443,0.7271117,7294,1,1,0.999980688,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
MK-4541,MK-8776,ZR751,-6.623396182,0.6326122,7295,0,0,0.006876485,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
MK-4541,MRK-003,A2780,10.1968868,0.665881,7296,1,1,0.815028727,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,A427,20.75949328,0.6867727,7297,1,1,0.998229206,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,CAOV3,15.376885,0.6761265,7298,1,0,0.287605911,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,ES2,-2.014862576,0.6417274,7299,0,0,0.00047828,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,HT144,-9.84921267,0.6262319,7300,0,0,2.52E-12,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,HT29,19.6837865,0.6846451,7301,1,1,1,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,KPL1,-12.93098449,0.6201365,7302,0,1,0.637626588,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,LOVO,-6.64121962,0.632577,7303,0,0,8.39E-07,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,MDAMB436,-2.111136915,0.641537,7304,0,0,4.92E-08,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,MSTO,-27.68547122,0.5909536,7305,0,0,5.10E-15,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,NCIH1650,-3.254722468,0.6392751,7306,0,0,3.94E-06,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,OV90,-5.560683202,0.6347141,7307,0,1,0.681611538,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,RKO,11.12158849,0.66771,7308,1,1,0.994515955,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,SKMEL30,23.87070524,0.6929264,7309,1,1,0.822458923,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,SKOV3,20.63290322,0.6865224,7310,1,1,0.987400353,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,SW620,-4.20304878,0.6373994,7311,0,0,8.71E-06,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,SW837,-0.564810213,0.6445955,7312,0,0,3.24E-09,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,T47D,21.97984344,0.6891865,7313,1,1,0.997419,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,UACC62,-4.362399542,0.6370842,7314,0,0,0.484172493,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,VCAP,10.47922471,0.6664394,7315,1,1,1,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,MRK-003,ZR751,-12.08599226,0.6218078,7316,0,0,1.07E-05,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1
MK-4541,PACLITAXEL,A2058,-11.78576068,0.6224016,7317,0,0,0.000247185,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,A2780,-3.988615222,0.6378235,7318,0,0,0.389683276,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,A375,37.22125826,0.7193324,7319,1,1,0.756876051,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,A427,-1.138447132,0.6434609,7320,0,1,0.987014413,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,CAOV3,-1.831483153,0.6420901,7321,0,0,0.001286483,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,ES2,39.92994577,0.7246899,7322,1,1,0.532798946,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,HCT116,-8.079837971,0.6297315,7323,0,1,0.764513731,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,HT144,22.4186759,0.6900544,7324,1,0,0.006895219,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,HT29,10.99216324,0.667454,7325,1,0,2.43E-05,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,KPL1,10.07305883,0.6656361,7326,1,1,0.999999642,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,LNCAP,-8.72104233,0.6284633,7327,0,1,0.598772347,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,NCIH2122,-15.54260375,0.6149709,7328,0,1,0.999577582,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,NCIH23,-2.547857555,0.6406732,7329,0,0,4.28E-07,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,NCIH460,30.74831332,0.7065296,7330,1,1,0.72766757,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,RKO,11.22297178,0.6679105,7331,1,1,0.9899019,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,SKMEL30,19.71164847,0.6847002,7332,1,1,0.912638783,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,SKMES1,18.51832962,0.6823399,7333,1,0,0.003483656,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,UACC62,-3.347847605,0.6390909,7334,0,1,0.817910254,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,VCAP,39.85968008,0.7245509,7335,1,1,0.941767752,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PACLITAXEL,ZR751,-11.79778565,0.6223778,7336,0,1,0.963885188,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
MK-4541,PD325901,A2780,22.15951253,0.6895418,7337,1,1,1,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,A427,12.32552498,0.6700912,7338,1,1,0.9171561,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,CAOV3,48.73145904,0.7420984,7339,1,1,0.999998808,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,HCT116,-3.752902898,0.6382898,7340,0,0,0.024413995,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,HT144,-0.366034001,0.6449886,7341,0,0,0.000256946,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,KPL1,23.47518442,0.6921441,7342,1,1,0.986644924,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,LNCAP,49.12093858,0.7428687,7343,1,1,0.996498108,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,LOVO,-2.294369107,0.6411746,7344,0,0,0.256031036,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,MDAMB436,-1.1904488,0.643358,7345,0,0,0.107119411,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,MSTO,-18.22695392,0.6096616,7346,0,0,0.329973191,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,NCIH1650,-3.323477921,0.6391391,7347,0,0,1.95E-10,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,NCIH23,-15.30336986,0.6154441,7348,0,0,0.002688102,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,OV90,-10.32708744,0.6252867,7349,0,0,8.87E-05,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,RPMI7951,-14.48418103,0.6170644,7350,0,0,3.68E-12,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,SW837,-3.262984777,0.6392588,7351,0,0,1.71E-06,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,T47D,29.47471593,0.7040105,7352,1,0,0.001718296,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,UACC62,-7.986508657,0.6299161,7353,0,0,1.10E-05,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,PD325901,VCAP,28.38913282,0.7018634,7354,1,1,1,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
MK-4541,SN-38,A2058,13.13962856,0.6717014,7355,1,0,0.008682456,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,A2780,10.75961879,0.666994,7356,1,1,0.924779356,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,A375,10.51952088,0.6665191,7357,1,1,0.862229109,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,CAOV3,-13.30267374,0.6194013,7358,0,1,0.997592211,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,ES2,-6.947626271,0.6319709,7359,0,0,0.001983344,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,HCT116,-4.434407991,0.6369418,7360,0,0,0.006197724,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,HT144,-4.926631131,0.6359682,7361,0,0,3.42E-13,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,KPL1,19.22133586,0.6837304,7362,1,1,0.999999881,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,LOVO,-22.55975815,0.6010917,7363,0,0,1.09E-07,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,MDAMB436,-3.310103497,0.6391656,7364,0,1,0.999541283,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,MSTO,20.2800693,0.6858245,7365,1,0,0.122926697,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,NCIH1650,-14.41569713,0.6171998,7366,0,0,0.00668683,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,NCIH23,-4.538005239,0.6367369,7367,0,0,0.011761183,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,NCIH460,-1.822775842,0.6421073,7368,0,0,0.008205105,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,NCIH520,-0.422034642,0.6448779,7369,0,0,1.18E-08,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,OV90,-9.961950247,0.6260089,7370,0,0,8.83E-09,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,SKMES1,-0.098812773,0.6455172,7371,0,0,0.047634624,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,SW620,-1.307077557,0.6431273,7372,0,0,2.27E-05,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,SW837,-19.45240073,0.6072378,7373,0,0,3.26E-11,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,T47D,-14.14591222,0.6177335,7374,0,0,0.003007275,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
MK-4541,SN-38,UACC62,-2.626674551,0.6405173,7375,0,0,2.68E-06,CN1C(=O)C=CC2(C)C3CCC4(C)C(NC(=O)OCC(F)(F)F)CCC4C3CCC12,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC
